directory,total_segs,covered_segs,inner_missing,gap_count,gap_index,gap_section,gap_local_n_start,gap_local_n_end,gap_missing_count,gap_sample_heb
berakhot_34,47,45,17,5,2,Berakhot 34b,6,11,6,"לָא קַשְׁיָא: הָא בַּתְּחִלָּה, הָא לְבַסּוֹף."
berakhot_34,47,45,17,5,3,Berakhot 34b,13,14,2,גְּמָ׳ אַהֵיָיא?
berakhot_34,47,45,17,5,4,Berakhot 34b,16,17,2,אָמַר רַבִּי חִיָּיא אָמַר רַב סָפְרָא מִשּׁוּם חַד דְּבֵי רַבִּי: בְּ״אָבוֹת״.
berakhot_34,47,45,17,5,5,Berakhot 34b,23,24,2,וְרַבִּי יוֹחָנָן אָמַר לְךָ: מַאי ״רָחוֹק״ — שֶׁהָיָה רָחוֹק מִדְּבַר עֲבֵירָה מֵעִיקָּרָא. וּמַאי 
hullin_120,55,54,17,3,1,Hullin 120a,9,11,3,וְהָרוֹטֶב. מַאי רוֹטֶב? אָמַר רָבָא: שׁוּמְנָא.
hullin_120,55,54,17,3,2,Hullin 120a,14,15,2,"וְהַקֵּיפֶה, מַאי קֵיפֶה? אָמַר רַבָּה: פִּירְמָא."
hullin_120,55,54,17,3,3,Hullin 120a,30,2,7,וּמַאי נִיהוּ? אִילֵּימָא חֵלֶב בְּהֵמָה לַגָּבוֹהַּ – נְבֵלָה נָמֵי אִשְׁתְּרַאי מְלִיקַת עוֹף לַגָ
yevamot_28,42,34,17,4,1,Yevamot 28a,9,16,8,"וְאַמַּאי? לֵיקוּ חָתָן לְיַיבֵּם הָךְ דְּאֵינָהּ חֲמוֹתוֹ בְּרֵישָׁא, וְתֶהֱוֵי חֲמוֹתוֹ לְגַבֵּי א"
yevamot_28,42,34,17,4,2,Yevamot 28b,4,5,2,"הָיְתָה אַחַת מֵהֶן כּוּ׳. הָא תּוּ לְמָה לִי, הַיְינוּ הָךְ: מָה לִי לְחַד מָה לִי לִתְרֵי?!"
yevamot_28,42,34,17,4,3,Yevamot 28b,8,9,2,"הָא תּוּ לְמָה לִי, הַיְינוּ הָךְ: מָה לִי לְחַד, מָה לִי לִתְרֵי?!"
yevamot_28,42,34,17,4,4,Yevamot 28b,20,21,2,כְּגוֹן דַּהֲדַר וְיַבְּמִינְהוּ נָמֵי גָּד וְאָשֵׁר.
arakhin_27,38,29,16,3,1,Arakhin 27a,2,6,5,"הַכֹּהֲנִים וְהַלְוִיִּם מַקְדִּישִׁין לְעוֹלָם וְכוּ׳. בִּשְׁלָמָא גּוֹאֲלִין אִצְטְרִיךְ, לְאַפּוֹ"
arakhin_27,38,29,16,3,2,Arakhin 27a,10,14,5,שֶׁהַבְּעָלִים נוֹתְנִין חוֹמֶשׁ וְכוּ׳. מַאי אִירְיָא שֶׁהַבְּעָלִים נוֹתְנִין חוֹמֶשׁ? תִּיפּוֹק ל
arakhin_27,38,29,16,3,3,Arakhin 27b,9,10,2,"אֶלָּא אָמַר רַב חִסְדָּא: לָא קַשְׁיָא, כָּאן בְּבַת אַחַת, כָּאן בְּזֶה אַחַר זֶה. תַּנְיָא נָמֵי "
bava_kamma_41,40,40,16,3,1,Bava Kamma 41a,6,7,2,"גְּמָ׳ וְכִי מֵאַחַר דְּמִתָּם קָטְלִינַן לֵיהּ, מוּעָד הֵיכִי מַשְׁכַּחַתְּ לַהּ?"
bava_kamma_41,40,40,16,3,2,Bava Kamma 41a,10,12,3,וּמוּעָד לִבְהֵמָה הָוֵי מוּעָד לְאָדָם? אֶלָּא אָמַר רַב שִׁימִי: כְּגוֹן שֶׁהָרַג שְׁלֹשָׁה גּוֹיִ
bava_kamma_41,40,40,16,3,3,Bava Kamma 41a,19,5,11,"מַאי מַשְׁמַע? שִׁמְעוֹן בֶּן זוֹמָא אוֹמֵר, כְּאָדָם שֶׁאוֹמֵר לַחֲבֵירוֹ: ״יָצָא אִישׁ פְּלוֹנִי נ"
bava_metzia_66,32,30,16,1,1,Bava Metzia 66b,5,19,15,"וְלָא הִיא, דַּאֲפִילּוּ בְּגוֹ זִמְנֵיהּ נָמֵי לָא קָנֵי, וְהַאי דְּקָאָמַר לֵיהּ ״קְנִי״ – קָא סָב"
gittin_63,41,27,16,2,1,Gittin 63a,8,13,6,"תָּא שְׁמַע: ״הָבֵא לִי גִּיטִּי״, וְ״אִשְׁתְּךָ אָמְרָה הִתְקַבֵּל לִי גִּיטִּי״; ״הִתְקַבֵּל לִי ג"
gittin_63,41,27,16,2,2,Gittin 63a,15,6,9,רַבִּי הַיְינוּ תַּנָּא קַמָּא! אִיבָּעֵית אֵימָא: ״אִי אֶיפְשִׁי״ אֲתָא לְאַשְׁמוֹעִינַן; וְאִיבָּע
gittin_86,59,38,16,2,1,Gittin 86a,2,3,2,גּוּפוֹ שֶׁל גֵּט שִׁחְרוּר: ״הֲרֵי אַתְּ (בַּת) [בֶּן] חוֹרִין״; ״הֲרֵי אַתְּ לְעַצְמָךְ״: אַתְקֵין
gittin_86,59,38,16,2,2,Gittin 86a,8,21,14,"הָנִיחָא לְמַאן דְּאָמַר: הָכָא תֵּצֵא, אֶלָּא לְמַאן דְּאָמַר: הָכָא לֹא תֵּצֵא, מַאי אִיכָּא לְמֵי"
makkot_11,36,28,16,1,1,Makkot 11a,12,5,15,גְּמָ׳ מְנָא הָנֵי מִילֵּי? אָמַר רַב כָּהֲנָא: דְּאָמַר קְרָא: ״וְיָשַׁב בָּהּ עַד מוֹת הַכֹּהֵן הַ
menachot_89,39,37,16,4,1,Menachot 89a,3,5,3,תַּנְיָא: רַבִּי עֲקִיבָא אוֹמֵר: מָה תַּלְמוּד לוֹמַר ״בַּשֶּׁמֶן״ ״בַּשֶּׁמֶן״ שְׁנֵי פְּעָמִים? א
menachot_89,39,37,16,4,2,Menachot 89a,14,16,3,"וְרַבָּנַן, הַאי ״לְמִנְחָה וְלֹג שֶׁמֶן״ מַאי עָבְדִי לֵיהּ? הָהוּא לַמִּתְנַדֵּב מִנְחָה, שֶׁלֹּא "
menachot_89,39,37,16,4,3,Menachot 89b,3,4,2,"הַכֶּבֶשׂ הַבָּא עִם הָעוֹמֶר, אַף עַל פִּי שֶׁמִּנְחָתוֹ כְּפוּלָה – לֹא הָיוּ נְסָכָיו כְּפוּלִים."
menachot_89,39,37,16,4,4,Menachot 89b,11,14,4,"כֶּבֶשׂ הַבָּא עִם הָעוֹמֶר, תָּנוּ רַבָּנַן: ״וּמִנְחָתוֹ שְׁנֵי עֶשְׂרוֹנִים״, לִימֵּד עַל כֶּבֶשׂ"
zevachim_8,39,39,16,3,1,Zevachim 8a,2,3,2,"וְאַשְׁכְּחַן שְׁחִיטָה וְקַבָּלָה, זְרִיקָה מְנָלַן? דְּאָמַר קְרָא: ״וְכִפֶּר עָלָיו הַכֹּהֵן מֵחַ"
zevachim_8,39,39,16,3,2,Zevachim 8a,7,9,3,"אַשְׁכְּחַן שִׁנּוּי קֹדֶשׁ, שִׁנּוּי בְּעָלִים מְנָלַן? (אִם אֵינוֹ עִנְיָן לְשִׁנּוּי קֹדֶשׁ, תְּנ"
zevachim_8,39,39,16,3,3,Zevachim 8b,7,13,7,אֵימָא כֹּל דְּשָׁחֵיט – לֶהֱוֵי כְּמוֹתָהּ!
bava_kamma_64,37,37,15,3,1,Bava Kamma 64a,2,5,4,"יֵאָמֵר ״שׁוֹר״, ״שֶׂה״ וּ״גְנֵיבָה״, וְהַכֹּל בַּכְּלָל! אִילּוּ כָּךְ, הָיִיתִי אוֹמֵר: מָה הַפְּר"
bava_kamma_64,37,37,15,3,2,Bava Kamma 64a,13,3,7,"יֵאָמֵר ״גְּנֵיבָה״ וְ״שׁוֹר״ וָ״שֶׂה״ וְחַיִּים״ – וְהַכֹּל בַּכְּלָל! אִילּוּ כֵּן, הָיִיתִי אוֹמֵ"
bava_kamma_64,37,37,15,3,3,Bava Kamma 64b,14,15,2,"וּמַאן דְּאָמַר תַּרְוַיְיהוּ בְּטוֹעֵן טַעֲנַת גַּנָּב, קָסָבַר: מוֹדֶה בִּקְנָס וְאַחַר כָּךְ בָּא"
berakhot_15b,56,50,15,2,1,Berakhot 15a,9,10,2,גְּמָ׳ מַאי טַעְמָא דְּרַבִּי יוֹסֵי? מִשּׁוּם דִּכְתִיב ״שְׁמַע״ — הַשְׁמַע לְאׇזְנְךָ מָה שֶׁאַתָּ
berakhot_15b,56,50,15,2,2,Berakhot 15a,14,25,12,"עַד כָּאן לָא קָאָמַר רַבִּי יוֹסֵי לֹא יָצָא, אֶלָּא גַּבֵּי קְרִיאַת שְׁמַע דְּאוֹרָיְיתָא, אֲבָל "
eruvin_3,49,48,15,3,1,Eruvin 3a,22,27,6,רַב אַדָּא בַּר מַתְנָה מַתְנֵי לְהָא שְׁמַעְתָּא דְּרַבָּה אִיפְּכָא. אָמַר רַבָּה: בְּמָבוֹי פָּסו
eruvin_3,49,48,15,3,2,Eruvin 3b,4,5,2,אֵימָא: ״וּלְמַעְלָה״. וְהָא ״לְמַטָּה״ קָתָנֵי!
eruvin_3,49,48,15,3,3,Eruvin 3b,17,18,2,"אֵיזוֹ הִיא קָרַחַת הַכֶּרֶם? כֶּרֶם שֶׁחָרַב אֶמְצָעִיתוֹ, אֵין שָׁם שֵׁשׁ עֶשְׂרֵה אַמּוֹת לֹא יָב"
eruvin_4,34,32,15,1,1,Eruvin 4a,11,8,12,"שִׁיעוּרִין?! דְּאוֹרָיְיתָא הוּא! דִּכְתִיב: ״אֶרֶץ חִטָּה וּשְׂעוֹרָה וְגוֹ׳״, וְאָמַר רַב חָנָן: "
eruvin_44,31,30,15,3,1,Eruvin 44a,3,5,3,"דַּיְקָא נָמֵי, דְּקָאֲמַר לֵיהּ ״יִכָּנֵס״. מַאי ״יִכָּנֵס״ — לָאו בְּלֹא מְחִיצָה?!"
eruvin_44,31,30,15,3,2,Eruvin 44a,8,14,7,"אֶלָּא לָא קַשְׁיָא: הָא — כְּרַבִּי מֵאִיר, הָא — כְּרַבִּי יְהוּדָה. דְּתַנְיָא: עֲשָׂאָהּ לִבְהֵמ"
eruvin_44,31,30,15,3,3,Eruvin 44b,3,4,2,"וְהָא דְּרַבִּי נְחֶמְיָה בְּרֵיהּ דְּרַבִּי חֲנִילַאי, לְדַעַת הֲוָה! שֶׁלֹּא מִדַּעַת הֲוָה."
eruvin_95,45,43,15,3,1,Eruvin 95a,2,5,4,"לְהַךְ לִישָּׁנָא דְּאָמְרַתְּ בְּעֶשֶׂר לָא פְּלִיגִי: בְּעֶשֶׂר, וְדִבְרֵי הַכֹּל. לְהַךְ לִישָּׁנ"
eruvin_95,45,43,15,3,2,Eruvin 95a,10,11,2,"וְאָמַר רַב יְהוּדָה אָמַר שְׁמוּאֵל: הֲלָכָה כְּרַבִּי יְהוּדָה. וְלֹא עוֹד, אֶלָּא כׇּל מָקוֹם שֶׁ"
eruvin_95,45,43,15,3,3,Eruvin 95b,13,16,4,"הָנִיחָא דְּרֹאשׁ, דְּיָד מַאי אִיכָּא לְמֵימַר?"
keritot_25b,40,26,15,1,1,Keritot 25a,17,9,14,"גְּמָ׳ מַאי טַעְמָא דְּרַבִּי אֱלִיעֶזֶר? אִי סָלְקָא דַעְתָּךְ חוֹבָה הִיא, [כִּי] מִתְיְידַע לֵיהּ"
menachot_49,37,37,15,1,1,Menachot 49a,2,15,14,תָּנֵי רַבָּה בַּר בַּר חַנָּה קַמֵּיהּ דְּרַב: כִּבְשֵׂי עֲצֶרֶת שֶׁשְּׁחָטָן לְשׁוּם אֵילִים – כְּ
menachot_74,35,33,15,4,1,Menachot 74a,13,15,3,תָּנֵי אֲבוּהּ דְּרַבִּי אָבִין: ״כׇּל מִנְחַת כֹּהֵן כָּלִיל תִּהְיֶה לֹא תֵאָכֵל״ – לַאֲכִילָה הִק
menachot_74,35,33,15,4,2,Menachot 74a,18,19,2,"וְרַבָּנַן, הַאי ״כׇּל מִנְחַת כֹּהֵן כָּלִיל תִּהְיֶה לֹא תֵאָכֵל״, מַאי עָבְדִי לֵיהּ?"
menachot_74,35,33,15,4,3,Menachot 74b,4,5,2,גְּמָ׳ וְתוּ לֵיכָּא? וְהָא אִיכָּא עוֹלָה! אִיכָּא עוֹרָהּ לַכֹּהֲנִים. וְהָא אִיכָּא עוֹלַת הָעוֹף
menachot_74,35,33,15,4,4,Menachot 74b,7,9,3,"שְׁתֵּי הַלֶּחֶם וְלֶחֶם הַפָּנִים, וְתוּ לֵיכָּא? וְהָא אִיכָּא חַטַּאת הָעוֹף! אִיכָּא דָּמָהּ."
sanhedrin_50,49,49,15,3,1,Sanhedrin 50a,8,10,3,"שְׂרֵיפָה חֲמוּרָה מִסַּיִיף, שֶׁכֵּן נִיתְּנָה לְבַת כֹּהֵן שֶׁזִּינְּתָה. וּמַאי חוּמְרָא? שֶׁכֵּן"
sanhedrin_50,49,49,15,3,2,Sanhedrin 50a,22,24,3,"מִדְּאַפְּקֵיהּ רַחֲמָנָא לִנְשׂוּאָה בַּת כֹּהֵן מִכְּלַל נְשׂוּאָה בַּת יִשְׂרָאֵל, מֵחֶנֶק לִשְׂר"
sanhedrin_50,49,49,15,3,3,Sanhedrin 50b,18,21,4,תָּנוּ רַבָּנַן: ״וּבַת אִישׁ כֹּהֵן כִּי תֵחֵל״ – יָכוֹל אֲפִילּוּ חִלְּלָה אֶת הַשַּׁבָּת? תַּלְמו
yoma_72,34,25,15,3,1,Yoma 72a,5,8,4,חוֹשֶׁן וְאֵפוֹד עֶשְׂרִים וּשְׁמוֹנָה מְנָא לַן? דִּכְתִיב: ״וְעָשִׂיתָ חֹשֶׁן מִשְׁפָּט מַעֲשֵׂה ח
yoma_72,34,25,15,3,2,Yoma 72a,10,13,4,"רַבִּי יוֹסֵי בְּרַבִּי חֲנִינָא רָמֵי, כְּתִיב: ״בְּטַבְּעוֹת הָאָרוֹן יִהְיוּ הַבַּדִּים לֹא יָסוּ"
yoma_72,34,25,15,3,3,Yoma 72b,7,12,6,"רַבִּי יוֹחָנָן רָמֵי. כְּתִיב: ״זָר״, וְקָרֵינַן ״זֵיר״. זָכָה — נַעֲשֵׂית לוֹ זֵיר, לֹא זָכָה — זָ"
Hullin_5,25,25,14,2,1,Chullin 5a,2,9,8,אֶלָּא מֵהָכָא: ״וּמֶלֶךְ יִשְׂרָאֵל וִיהוֹשָׁפָט מֶלֶךְ יְהוּדָה יֹשְׁבִים אִישׁ עַל כִּסְאוֹ מְלֻב
Hullin_5,25,25,14,2,2,Chullin 5a,11,15,5,"הָא גוּפָא קַשְׁיָא, אָמְרַתְּ: ״מִכֶּם״ – וְלֹא כּוּלְּכֶם, לְהוֹצִיא אֶת הַמְשׁוּמָּד, וַהֲדַר תָּ"
bava_batra_175,28,23,14,3,1,Bava Batra 175a,5,8,4,"אָמַר רַבָּה: שְׁכִיב מְרַע שֶׁאָמַר ״מָנֶה לִפְלוֹנִי בְּיָדִי״, וְאָמְרוּ יְתוֹמִין ״פָּרַעְנוּ״ –"
bava_batra_175,28,23,14,3,2,Bava Batra 175b,3,4,2,"מַעֲשֶׂה וּבָא לִפְנֵי רַבִּי יִשְׁמָעֵאל, וְאָמַר: גּוֹבֶה מִנְּכָסִים בְּנֵי חוֹרִין. אָמַר לוֹ בּ"
bava_batra_175,28,23,14,3,3,Bava Batra 175b,6,12,7,"גְּמָ׳ אָמַר עוּלָּא: דְּבַר תּוֹרָה – אֶחָד מִלְוֶה בִּשְׁטָר, וְאֶחָד מִלְוֶה עַל פֶּה – גּוֹבֶה מ"
bekhorot_35,38,34,14,4,1,Bekhorot 35a,6,8,3,אָמַר רַב חִסְדָּא אָמַר רַב קַטִּינָא: לֹא שָׁנוּ אֶלָּא דַּאֲמַרוּ לֵיהּ ״אֶלָּא אִם כֵּן הָיָה בּ
bekhorot_35,38,34,14,4,2,Bekhorot 35a,12,13,2,"מַהוּ דְּתֵימָא: צַעְרֵיהּ הוּא דְּמִדְּכַר, קָא מַשְׁמַע לַן."
bekhorot_35,38,34,14,4,3,Bekhorot 35a,19,20,2,"רוֹעֵי כֹּהֲנִים בֵּי יִשְׂרָאֵל — אֵין נֶאֱמָנִין, מֵימָר אָמַר: כֵּיוָן דְּקָא טָרַחְנָא בֵּיהּ, ל"
bekhorot_35,38,34,14,4,4,Bekhorot 35b,2,4,3,"וְכׇל שֶׁכֵּן כֹּהֵן לְכֹהֵן, דְּחָיְישִׁינַן לְגוֹמְלִין, וְחָיְישִׁינַן לִלְגִימָא. וַאֲתָא רַבָּן"
bekhorot_47b,39,34,14,3,1,Bekhorot 47a,8,11,4,"אֶלָּא לָאו מִגֵּר שֶׁהָיוּ לוֹ בָּנִים וְנִתְגַּיֵּיר, וְקָתָנֵי בְּכוֹר לַנַּחֲלָה!"
bekhorot_47b,39,34,14,3,2,Bekhorot 47a,15,20,6,"מָר בְּרֵיהּ דְּרַב יוֹסֵף אָמַר מִשְּׁמֵיהּ דְּרָבָא: לְעוֹלָם דְּאִיעַבַּר מִיִּשְׂרָאֵל, וְשָׁאנֵ"
bekhorot_47b,39,34,14,3,3,Bekhorot 47b,6,7,2,"בְּכוֹר לַנַּחֲלָה הוּא דְּלָא הָוֵי, הָא כְּפָשׁוּט שָׁקֵיל. וְאַמַּאי? לֵיזִיל לְגַבַּי הַאי וְלִי"
berakhot_12b,56,33,14,4,1,Berakhot 12a,25,28,4,אָמַר שְׁמוּאֵל: מַאי טַעְמָא דְרַב — דִּכְתִיב: ״ה׳ זוֹקֵף כְּפוּפִים״.
berakhot_12b,56,33,14,4,2,Berakhot 12b,12,13,2,וּמִנַּיִן דְּאַחִילוּ לֵיהּ מִן שְׁמַיָּא — שֶׁנֶּאֱמַר: ״וַיֹּאמֶר שְׁמוּאֵל אֶל שָׁאוּל (מָחָר) [
berakhot_12b,56,33,14,4,3,Berakhot 12b,15,16,2,מַאי טַעְמָא? אִילֵּימָא מִשּׁוּם דִּכְתִיב בָּהּ: ״אֵל מֹצִיאָם מִמִּצְרַיִם״ — לֵימָא פָּרָשַׁת רִ
berakhot_12b,56,33,14,4,4,Berakhot 12b,21,22,2,"בִּשְׁלָמָא הָנֵי תְּלָת מְפָרְשָׁן. עוֹל מִצְוֹת, דִּכְתִיב: ״וּרְאִיתֶם אֹתוֹ וּזְכַרְתֶּם אֶת כָּ"
berakhot_13,66,46,14,3,1,Berakhot 13a,22,23,2,גְּמָ׳ שְׁמַע מִינַּהּ מִצְוֹת צְרִיכוֹת כַּוָּונָה.
berakhot_13,66,46,14,3,2,Berakhot 13a,31,36,6,"וְרַבִּי, שֶׁלֹּא יִקְרָא לְמַפְרֵעַ מְנָא לֵיהּ? נָפְקָא לֵיהּ מִ״דְּבָרִים״ ״הַדְּבָרִים״. וְרַבָּ"
berakhot_13,66,46,14,3,3,Berakhot 13b,7,10,4,וּמַאי שְׁנָא עַד כָּאן מִצְוַת כַּוָּונָה וּקְרִיאָה דִּכְתִיב ״עַל לְבָבֶךָ … וְדִבַּרְתָּ בָּם״. 
chagigah_10,34,31,14,3,1,Chagigah 10a,10,13,4,דְּאִי מִדְּרַבִּי אֱלִיעֶזֶר — דִּלְמָא כִּדְרַבִּי יְהוּדָה שֶׁאָמַר מִשּׁוּם רַבִּי טַרְפוֹן. דְּ
chagigah_10,34,31,14,3,2,Chagigah 10b,5,8,4,וְדִלְמָא הָכִי קָאָמַר רַחֲמָנָא: חֵלֶב הַבָּא בִּזְמַן חַג — ״לֹא יָלִין״!
chagigah_10,34,31,14,3,3,Chagigah 10b,15,16,2,אָמַר רַב אָשֵׁי: מַאי קוּשְׁיָא? דִּלְמָא מִידֵּי דְּהָוֵה אַמּוֹצִיא מְעוֹת הֶקְדֵּשׁ לְחוּלִּין!
chagigah_11,40,39,14,5,1,Chagigah 11a,3,4,2,וּמַאי קוּשְׁיָא? דִּלְמָא לְכִדְרַב. דְּאָמַר רַב: כְּגוֹן שֶׁהִנִּיחָהּ עַל פִּי אֲרוּבָּה. אִי דּ
chagigah_11,40,39,14,5,2,Chagigah 11a,8,10,3,"דְּתַנְיָא, רַבִּי אוֹמֵר: ״נֶפֶשׁ תַּחַת נָפֶשׁ״ — מָמוֹן. אַתָּה אוֹמֵר מָמוֹן, אוֹ אֵינוֹ אֶלָּא "
chagigah_11,40,39,14,5,3,Chagigah 11b,2,3,2,"דְּאָמַר רָבָא, אֲמַר לִי רַבִּי יִצְחָק בַּר אַבְדִּימִי: אָתְיָא ״הֵנָּה״ ״הֵנָּה״."
chagigah_11,40,39,14,5,4,Chagigah 11b,10,11,2,אֵין דּוֹרְשִׁין בָּעֲרָיוֹת בִּשְׁלֹשָׁה. מַאי טַעְמָא? אִילֵּימָא מִשּׁוּם דִּכְתִיב: ״אִישׁ אִישׁ
chagigah_11,40,39,14,5,5,Chagigah 11b,14,15,2,"אֶלָּא, מִדִּכְתִיב: ״וּשְׁמַרְתֶּם אֶת מִשְׁמַרְתִּי״, ״וּשְׁמַרְתֶּם״ — תְּרֵי, ״מִשְׁמַרְתִּי״ — "
eruvin_63,41,36,14,3,1,Eruvin 63a,12,13,2,אָמַר רָבָא: וּלְאַפְרוֹשֵׁי מֵאִיסּוּרָא — אֲפִילּוּ בְּפָנָיו שַׁפִּיר דָּמֵי. רָבִינָא הֲוָה יָתֵ
eruvin_63,41,36,14,3,2,Eruvin 63a,21,25,5,"זְעֵירִי אָמַר רַבִּי חֲנִינָא: נִקְרָא חוֹטֵא, שֶׁנֶּאֱמַר: ״בְּלִבִּי צָפַנְתִּי אִמְרָתֶךָ לְמַעַ"
eruvin_63,41,36,14,3,3,Eruvin 63b,1,3,3,וּכְתִיב: ״נוֹן בְּנוֹ יְהוֹשֻׁעַ בְּנוֹ״.
gittin_66b,32,25,14,1,1,Gittin 66a,5,16,12,מִכְּלָל דְּרַבִּי אַבָּא סָבַר: מְצַוֶּה מֵחֲמַת מִיתָה בָּעֲיָא קִנְיָן?! וְהָא קַיְימָא לַן דְּלָ
gittin_68,36,33,14,2,1,Gittin 68b,3,12,10,"כִּי מְטָא לְהָתָם, לָא עַיְּילוּהּ לְגַבֵּיהּ דִּשְׁלֹמֹה עַד תְּלָתָא יוֹמֵי. יוֹמָא קַמָּא אֲמַר "
gittin_68,36,33,14,2,2,Gittin 68b,18,19,2,וְקָא תָבַע לְהוּ בְּנִידּוּתַיְיהוּ; וְקָא תָבַע לַהּ נָמֵי לְבַת שֶׁבַע אִימֵּיהּ. אַתְיוּהּ לִשְׁ
gittin_71,35,34,14,3,1,Gittin 71a,8,10,3,"אָמַר רַב יוֹסֵף בַּר מִנְיוֹמֵי אָמַר רַב שֵׁשֶׁת: בְּעֵדוּת אִשָּׁה, דַּאֲקִילּוּ בַּהּ רַבָּנַן."
gittin_71,35,34,14,3,2,Gittin 71a,18,3,4,וּמִי גָּזְרִינַן חֵרֵשׁ אַטּוּ פִּיקֵּחַ?!
gittin_71,35,34,14,3,3,Gittin 71b,14,16,3,"אֶלָּא הָכָא בְּמַאי עָסְקִינַן – דְּלָא אֲמַר לְבֵי תְלָתָא. אִי הָכִי, ״עַד שֶׁיֹּאמַר לִשְׁלֹשָׁה"
keritot_12,38,33,14,3,1,Keritot 12a,12,1,3,"וּמוֹדִים חֲכָמִים לְרַבִּי יְהוּדָה בַּחֲלָבִין וּבְבִיאַת מִקְדָּשׁ, אֲבָל בְּטוּמְאָה – לָא מוֹדו"
keritot_12,38,33,14,3,2,Keritot 12b,14,18,5,אִיכָּא דְּאָמַר עַל סֵיפָא: מִשְּׁנֵי מִינִין – פָּטוּר. פְּשִׁיטָא! אָמַר רֵישׁ לָקִישׁ מִשּׁוּם ב
keritot_12,38,33,14,3,3,Keritot 12b,20,21,2,"רַבָּן גַּמְלִיאֵל סָבַר: אֵין יְדִיעָה לַחֲצִי שִׁיעוּר, וְרַבָּנַן סָבְרִי: יֵשׁ יְדִיעָה לַחֲצִי "
ketubot_99,32,31,14,4,1,Ketubot 99a,5,6,2,וְאִיכָּא דְּאָמְרִי: הָא לָא תִּיבְּעֵי לָךְ הֵיכָא דַּאֲמַר לֵיהּ ״זִיל זַבֵּין לִי לִיתְכָּא״ וְז
